"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
4036,"variant of 強|强[jiàng] or variant of 強|强[qiáng] or variant of 強|强[qiǎng]","彊","強",,,"kiang\'"
28,"variant of 彩[cǎi]","綵","䌽",,,"çai\'"
6923,"variant of 彩[cǎi]","綵","䌽",,,"çai\'"
4776,"variant of 彬[bīn]","斌","彬",,,"pin¯"
9296,"variant of 御[yù]/to drive/to manage/to control","馭","御",,,"iụ/"
7938,"variant of 復|复[fù]/to reply to a letter or to cover/to overflow/to overturn/to capsize","覆","复",,,"fȯ˘"
7939,"variant of 復|复[fù]/to reply to a letter or to cover/to overflow/to overturn/to capsize","覆","复",,,"fu/"
7940,"variant of 復|复[fù]/to reply to a letter or to cover/to overflow/to overturn/to capsize","覆","复",,,"feu/"
9691,"variant of 德[dé]","㥁","德",,,"te˘"
5505,"variant of 恤[xù]","䘏","卹",,,"siu̇˘"
4277,"variant of 慎[shèn]","愼","慎",,,"xin/"
4292,"variant of 慚|惭[cán]","慙","慚",,,"çan^'"
2561,"variant of 憑|凭[píng]","凴","憑",,,"ping^'"
4260,"variant of 憫|悯[mǐn]","愍","愍",,,"min\"
3637,"variant of 懶|懒[lǎn]","[.]_158_7",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=56616","https://dict.variants.moe.edu.tw/dictView.jsp?ID=56616","lan\"
4310,"variant of 戚[qī]/grief/sorrow","慼","戚",,,"çiė˘'"
4404,"variant of 戛[jiá]","戞","戛",,,"kia˘"
4416,"variant of 戶|户[hù]","戸","戶",,,"hu/"
4417,"variant of 戶|户[hù]","戸","戶",,,"hu\"
4649,"variant of 扯[chě]/to pull/to tear","撦","扯",,,"che\'"
4611,"variant of 扼[è]","搤","扼",,,"nghe˘"
4612,"variant of 扼[è]","搤","扼",,,"ngai\"
4679,"variant of 抬[tái]","擡","抬",,,"tai^'"
4473,"variant of 拖[tuō]","拕","拖",,,"to^'"
4474,"variant of 拖[tuō]","拕","拖",,,"to/'"
4466,"variant of 拿[ná]","拏","拿",,,"na^"
4534,"variant of 挨[ái]","捱","捱",,,"iai^"
8500,"variant of 挽[wǎn]/to draw (a cart)/to lament the dead","輓","挽",,,"¨van\"
6904,"variant of 捆[kǔn]","綑","捆",,,"quen\'"
4613,"variant of 捶[chuí]","搥","捶",,,"chui^'"
7073,"variant of 掛|挂[guà]","罣","罣",,,"qua/"
2708,"variant of 掬[jū]","匊","匊",,,"kiȯ˘"
5901,"variant of 撐|撑[chēng]","牚","牚",,,"çeng¯"
8171,"variant of 撰[zhuàn]","譔","撰",,,"çiuen'¯"
8172,"variant of 撰[zhuàn]","譔","撰",,,"chuen/"
4530,"variant of 據|据[jù] or see 拮据[jié jū]","据","據",,,"kiu̇¯"
4531,"variant of 據|据[jù] or see 拮据[jié jū]","掘",,,,"kiue˘'"
4532,"variant of 據|据[jù] or see 拮据[jié jū]","据","據",,,"kiu̇/"
4533,"variant of 據|据[jù] or see 拮据[jié jū]","掘",,,,"kiȯ˘'"
9654,"variant of 擥[lǎn]","㩜","攬",,,"lan\"
2654,"variant of 效[xiào]","効","效",,,"hiao/"
2379,"variant of 效[xiào]/to imitate","傚","效",,,"hiao/"
2662,"variant of 敕[chì]","勅","敕",,,"chė˘'"
2666,"variant of 敕[chì]","勑","徠",,,"chė˘'"
2667,"variant of 敕[chì]","勑","徠",,,"lai/"
5286,"variant of 斂|敛[liǎn] or to desire/to give","歛","斂",,,"han^"
5287,"variant of 斂|敛[liǎn] or to desire/to give","歛","斂",,,"lien\"
4780,"variant of 斝[jiǎ]","斚","斝",,,"kia\"
4781,"variant of 斝[jiǎ]","斚","斝",,,"kia/"
4797,"variant of 斲|斫[zhuó]","斵","斲",,,"cho˘"
4824,"variant of 既[jì]","旣","既",,,"ki/"
4875,"variant of 晰[xī]/variant of 皙|晰[xī]","晳","晰",,,"siė˘"
5807,"variant of 暄[xuān]","煊","暄",,,"hoei\"
5808,"variant of 暄[xuān]","煊","暄",,,"hiuen\"
5813,"variant of 暖[nuǎn]","煖","暖",,,"nuon\"
4878,"variant of 暗[àn]","晻","暗",,,"ngan/"
4879,"variant of 暗[àn]","晻","暗",,,"ien\"
2632,"variant of 札[zhá] or to prick with a needle","劄","劄",,,"cha˘"
8690,"variant of 村[cūn]","邨","村",,,"çụn¯"
5096,"variant of 杯[bēi]","桮","杯",,,"poei¯"
5258,"variant of 杯[bēi]","㮎","杯",,,"poei¯"
5259,"variant of 杷[bà]/variant of 把[bà]","[.]_314_7","杷",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=20773","pa/"
7535,"variant of 果[guǒ]/fruit","菓","果",,,"quo\"
7942,"variant of 核[hé]/to investigate","覈","核",,,"he˘"
5150,"variant of 桌[zhuō]","棹","桌",,,"cho˘"
5213,"variant of 梁[liáng]","樑","梁",,,"leang^"
5128,"variant of 棋[qí]","棊","棋",,,"ki^'"
6439,"variant of 棋[qí]","碁","棋",,,"ki^'"
5159,"variant of 棕[zōng]","稯",,,,"çung\"
5160,"variant of 棕[zōng]","椶","棕",,,"çung\"
5161,"variant of 棕[zōng]","椶","棕",,,"çung\"
7678,"variant of 槁[gǎo]","藁","槁",,,"kao\'"
4604,"variant of 構|构[gòu]/(Tw) (coll.) variant of 夠|够[gòu]/to reach by stretching","搆","构",,,"keu/"
8850,"variant of 槍|枪[qiāng]/rifle/spear","鎗","槍",,,"çiang¯'"
8851,"variant of 槍|枪[qiāng]/rifle/spear","鎗","槍",,,"çeng¯'"
4984,"variant of 槓|杠[gàng] or flagpole/footbridge","杠","杠",,,"kang¯"
4985,"variant of 槓|杠[gàng] or flagpole/footbridge","杠","杠",,,"kung¯"
7060,"variant of 樽[zūn]","罇","樽",,,"çụn¯"
6722,"variant of 檐[yán]","簷","檐",,,"ien^"
5035,"variant of 檗[bò] or surname Bai/Taiwan pr. [Bó] or cedar/cypress/Taiwan pr. [bó] or (used for transcribing names)","柏","柏",,,"pe"
8142,"variant of 歌[gē]","謌","歌",,,"ko¯"
7382,"variant of 歟|欤[yú] or to take part in or and/to give/together with","與","与",,,"iụ^"
7383,"variant of 歟|欤[yú] or to take part in or and/to give/together with","與","与",,,"iụ/"
7384,"variant of 歟|欤[yú] or to take part in or and/to give/together with","與","与",,,"iụ\"
4385,"variant of 歡|欢[huān]","懽","歡",,,"huon¯"
4386,"variant of 歡|欢[huān]","懽","歡",,,"quon/"
5858,"variant of 毀|毁[huǐ]/to destroy by fire/a blaze","燬","毁",,,"hoei\"
6133,"variant of 氓[méng]","甿","甿",,,"meng^"
5387,"variant of 污/dirty/filthy/foul/corrupt/to smear/to defile/dirt/filth","汙","汙",,,"gu/"
5388,"variant of 污/dirty/filthy/foul/corrupt/to smear/to defile/dirt/filth","汙","汙",,,"gu¯"
5389,"variant of 污/dirty/filthy/foul/corrupt/to smear/to defile/dirt/filth","汙","汙",,,"¨va¯"
9076,"variant of 沾[zhān]/to moisten","霑","沾",,,"chen¯"
5489,"variant of 泄[xiè]","洩","泄",,,"sie˘"
5490,"variant of 泄[xiè]","洩","泄",,,"y/"
5377,"variant of 泛[fàn]","𣲆","泛","https://dict.variants.moe.edu.tw/dictView.jsp?ID=23324","https://dict.variants.moe.edu.tw/dictView.jsp?ID=23322","fan/"
5383,"variant of 泛[fàn]","汎","泛",,,"fan/"
3255,"variant of 泥[ní]","坭","坭",,,"ni\"
5609,"variant of 洇[yīn] or to inundate/to bury/to cover up/obscured/submerged","湮","湮",,,"in¯"
5726,"variant of 浚[jùn]","濬","浚",,,"siụn/"
5700,"variant of 浣[huàn]","澣","浣",,,"huon\"
5332,"variant of 淆[xiáo] or variant of 肴[yáo]","殽","淆",,,"hiao^"
5333,"variant of 淆[xiáo] or variant of 肴[yáo]","殽","淆",,,"hiao/"
4221,"variant of 淒|凄[qī]/sad/mournful","悽","凄",,,"çi/'"
4222,"variant of 淒|凄[qī]/sad/mournful","悽","凄",,,"çi¯'"
8211,"variant of 溪[xī]","谿","溪",,,"ki¯'"
5458,"variant of 溯[sù]","泝","溯",,,"sụ/"
8645,"variant of 溯[sù]","遡","溯",,,"su/"
5786,"variant of 災|灾[zāi]","烖","災",,,"çai¯"
6423,"variant of 炮[pào]","砲","炮",,,"pao/'"
5879,"variant of 為|为[wéi]/as (i.e. in the capacity of)/to take sth as/to act as/to serve as/to behave as/to become/to be/to do or because of/for/to","爲","為",,,"goei^"
5880,"variant of 為|为[wéi]/as (i.e. in the capacity of)/to take sth as/to act as/to serve as/to behave as/to become/to be/to do or because of/for/to","爲","為",,,"goei/"
8791,"variant of 焊[hàn]","釬","焊",,,"[han]¯"
8792,"variant of 焊[hàn]","釬","焊",,,"han/"
5846,"variant of 焰[yàn]","燄","焰",,,"ien/"
4251,"variant of 煢|茕[qióng]/alone/desolate","惸","惸",,,"kiung^'"
5771,"variant of 照[zhào]/to shine/to illuminate or surname Zhao","炤","昭",,,"chao¯"
5861,"variant of 熏[xūn]","燻","熏",,,"hiụn¯"
5828,"variant of 熙[xī]","熈","熙",,,"hi¯"
6312,"variant of 燙|烫[tàng]/variant of 趟[tàng] or variant of 蕩|荡[dàng]","盪","荡",,,"tang/'"
6313,"variant of 燙|烫[tàng]/variant of 趟[tàng] or variant of 蕩|荡[dàng]","盪","荡",,,"tang^'"
3767,"variant of 爾|尔[ěr]","尓","尒",,,"lh\"
8243,"variant of 狸[lí]","貍","狸",,,"li^"
8974,"variant of 狹|狭 narrow/variant of 峽|峡 gorge/used erroneously for 陝|陕 Shaanxi","陜","狹",,,"hia˘"
2751,"variant of 猝[cù] or soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess","卒","卒",,,"çȯ˘"
3488,"variant of 獎|奖[jiǎng]","奬","獎",,,"çiang\"
9581,"variant of 獐[zhāng]","麞","獐",,,"chang¯"
5823,"variant of 獾[huān]","䝔","獾",,,"huon¯"
6038,"variant of 玳[dài]","瑇","玳",,,"tai/"
6084,"variant of 璃[lí]","瓈","璃",,,"li^"
6082,"variant of 璇[xuán]","璿","璇",,,"siuen^"
6099,"variant of 瓶[píng]","甁","瓶",,,"ping^'"
7061,"variant of 甕|瓮[wèng]","罋","甕",,,"ung/"
6094,"variant of 甕|瓮[wèng]/earthen jar/urn","瓮","甕",,,"ung/"
7634,"variant of 番[fān]/foreign (non-Chinese) or see 吐蕃[Tǔ bō] or luxuriant/flourishing/to reproduce/to proliferate","蕃","蕃",,,"fan^"
8390,"variant of 疏[shū]","踈","疏",,,"sụ¯"
6260,"variant of 痴[chī]","癡","痴",,,"chi¯'"
6202,"variant of 癢|痒[yǎng]/to itch/to tickle","痒","瘍",,,"iang^"
7356,"variant of 癯[qú]","臞","臞",,,"kiụ^'"
7365,"variant of 皋[gāo]","臯","皋",,,"kao¯"
7366,"variant of 皋[gāo]","臯","皋",,,"hao^"
5199,"variant of 盤|盘/wooden tray","槃","槃","https://zi.tools/zi/%E2%BF%B1%E2%BF%B0%F0%AE%89%BC%E2%BF%B1%E5%86%82%E5%8F%88%E7%9A%BF",,"puon^'"
6335,"variant of 真[zhēn]","眞","真",,,"chin¯"
6339,"variant of 眥|眦[zì]","眦","眥",,,"çụ/"
6340,"variant of 眥|眦[zì]","眦","眥",,,"çi/"
6341,"variant of 眥|眦[zì]","眦","眥",,,"sai/"
6363,"variant of 眷[juàn]/to care about/to look fondly on","睠","眷",,,"kiuen^'"
2819,"variant of 睿[ruì]","𠮉","睿",,,"jui/"
6357,"variant of 瞏[qióng]","睘","瞏",,,"kiung^'"
5191,"variant of 矩[jǔ]","榘","矩",,,"kiu̇\"
6450,"variant of 砧[zhēn]","碪","砧",,,"chin¯"
13,"variant of 碗[wǎn]","盌","碗",,,"v̈on\"
6432,"variant of 確|确[què]/variant of 埆[què]","[.]_443_5",,,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=30433","kiȯ˘"
6433,"variant of 確|确[què]/variant of 埆[què]","确","确",,,"hio˘"
6434,"variant of 確|确[què]/variant of 埆[què]","确","确",,,"kio˘"
6102,"variant of 磚|砖[zhuān]","甎","磚",,,"chuen¯"
6794,"variant of 磷[lín]","粦","燐",,,"lin/"
6785,"variant of 秕[bǐ]","粃","秕",,,"pi\"
6569,"variant of 秸[jiē]","稭","秸",,,"kia˘"
6577,"variant of 稿[gǎo]","[.]_462_2_var",,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=31459",,"kao\"
6578,"variant of 稿[gǎo]","稁",,,,"kao\'"
3699,"variant of 窕[tiǎo]","宨","兆",,,"tiao\'"
5897,"variant of 窗[chuāng]","牕","窗",,,"choang¯'"
6619,"variant of 窗[chuāng]","窓","窗",,,"choang¯'"
6620,"variant of 窗[chuāng]","窓","窗",,,"choang¯'"
6644,"variant of 窗[chuāng]","窻","窗",,,"choang¯'"
8939,"variant of 窺|窥[kuī]","闚","窺",,,"quei'¯"
7968,"variant of 筋[jīn]/variant of 斤[jīn]","觔","筋",,,"kin¯"
5894,"variant of 箋|笺[jiān]","牋","箋",,,"çien¯'"
6705,"variant of 管[guǎn] or surname Guan","筦","管",,,"quon\"
6708,"variant of 箸[zhù]","筯","箸",,,"chụ/"
6667,"variant of 篤|笃[dǔ] or surname Zhu/abbr. for 天竺[Tiān zhú] India (esp. in Tang or Buddhist context)/Buddhism (archaic)","竺","篤",,,"chȯ˘"
9686,"variant of 籲|吁[yù]","龥","籲",,,"iụ/"
2845,"variant of 籲|吁[yù] or sh/hush","旴",,,,"hiu̇¯"
2846,"variant of 籲|吁[yù] or sh/hush","吁","籲",,,"hiụ¯"
2847,"variant of 籲|吁[yù] or sh/hush","吁","籲",,,"hiụ/"
7969,"variant of 粗[cū]","觕","粗",,,"chȯ˘'"
7970,"variant of 粗[cū]","觕","粗",,,"çu¯'"
6531,"variant of 粳[jīng]","秔","粳",,,"keng¯"
6554,"variant of 粳[jīng]","稉","粳",,,"keng¯"
9263,"variant of 糕[gāo]","餻","糕",,,"kao¯"
6581,"variant of 糠[kāng]","穅","糠",,,"kang¯"
6568,"variant of 糯[nuò]","稬","糯",,,"no/"
6595,"variant of 糯[nuò]","穤",,,,"no/"
3882,"variant of 紙|纸[zhǐ]","帋","紙",,,"chi\"
6872,"variant of 紲|绁[xiè]","絏","绁",,,"jie˘"
6891,"variant of 絕|绝[jué]","絶","絕",,,"çiue˘"
6911,"variant of 線|线[xiàn]","綫","線",,,"sien/"
2683,"variant of 績|绩[jì]/merit/accomplishment","勣","𪟝",,,"çiė˘"
7040,"variant of 纘|缵[zuǎn]","纉","纘",,,"çuon\"
8801,"variant of 缽|钵[bō]","鉢","缽",,,"po˘"
3396,"variant of 罈|坛[tán]","壜","罈",,,"tan^'"
6106,"variant of 罌|罂[yīng]","甖","罌",,"vedi commento","ing¯"
7090,"variant of 罰|罚[fá]","罸","罰",,,"fa˘"
2369,"variant of 罵|骂[mà]","傌","罵",,,"ma/"
9324,"variant of 罵|骂[mà]","駡","罵",,,"ma/"
7098,"variant of 羈|羁[jī]","羇","羈",,,"ki¯"
7943,"variant of 羈|羁[jī]","覊","羈",,,"ki¯"
7110,"variant of 群[qún]","羣","群",,,"kiụn^'"
7113,"variant of 羹[gēng]","羮","羹",,,"keng¯"
7144,"variant of 翱[áo]","翺","翱",,,"ngao^"
9209,"variant of 翻[fān]","飜","翻",,,"fan¯"
6528,"variant of 耗[hào]","秏","秏",,,"hao/"
7194,"variant of 聰|聪[cōng]","聦","聰",,,"çung'¯"
9247,"variant of 肴[yáo]","餚","肴",,,"hiao^"
2517,"variant of 胄[zhòu]","冑","冑",,,"cheu/"
2518,"variant of 胄[zhòu]","胄",,,,"cheu/"
7229,"variant of 胚[pēi]","肧","胚",,,"poei'¯"
7352,"variant of 胭[yān]","臙","胭",,,"ien¯"
7265,"variant of 胸[xiōng]","胷","胸",,,"hiung¯"
8388,"variant of 脛|胫[jìng]","踁","脛",,,"hing/"
2263,"variant of 腧[shù] or surname Yu or yes (used by Emperor or ruler)/OK/to accede/to assent","俞","俞",,,"iu̇^"
2264,"variant of 腧[shù] or surname Yu or yes (used by Emperor or ruler)/OK/to accede/to assent","俞","俞",,,"iụ^"
9184,"variant of 腮[sāi]","顋","腮",,,"sai¯"
9274,"variant of 膳[shàn]","饍","膳",,,"xen/"
7214,"variant of 臆[yì]","肊","肊",,,"iė˘"
4683,"variant of 舉|举[jǔ]","擧","舉",,,"kiu̇\"
7407,"variant of 草[cǎo]","艸","草",,,"çao\'"
7620,"variant of 菱[líng]","蔆","菱",,,"ling^"
5162,"variant of 葚[shèn]","椹","葚",,,"chin¯"
5163,"variant of 葚[shèn]","椹","葚",,,"xin/"
5231,"variant of 蕊[ruǐ]","橤","蕊",,,"jui\"
7704,"variant of 蕊[ruǐ]","蘂","蕊",,,"jui\"
3986,"variant of 蕪|芜[wú] or small rooms facing or to the side of the main hall or veranda","廡","庑",,,"vu\"
3536,"variant of 薑|姜[jiāng] or surname Jiang","姜","姜",,,"kiang¯"
6116,"variant of 蘇|苏[sū]/to revive","甦","穌",,,"su¯"
7740,"variant of 蛔[huí]","蚘","蛔",,,"goei\"
7741,"variant of 蛔[huí]","蚘","蛔",,,"ieu^"
9468,"variant of 蝦|虾[xiā]/prawn/shrimp","鰕","蝦",,,"hia¯"
7785,"variant of 蟊[máo]","蝥","蟊",,,"maoˆ"
7778,"variant of 蠍|蝎[xiē]","蠍",,,,"hie˘"
7835,"variant of 衛|卫[wèi]/to guard/to defend","衞","衛",,,"goei/"
7874,"variant of 裡|里[lǐ]","裏","裡",,,"li\"
7355,"variant of 裸[luǒ]","臝","裸",,,"lo\"
6957,"variant of 褓[bǎo]","緥","褓",,,"pao\"
6877,"variant of 褲|裤[kù]","絝","褲",,,"ku/'"
7865,"variant of 褲|裤[kù]","袴","褲",,,"ku/'"
6333,"variant of 視|视[shì]/variant of 示[shì]","眎","示",,,"xi/"
7959,"variant of 覷|觑[qù]","覰","覷",,,"çiụ/"
8004,"variant of 託|托[tuō] or to trust/to entrust/to be entrusted with/to act as trustee","託","侂",,,"to˘'"
8167,"variant of 訛|讹[é]","譌","訛",,,"ngo^"
1032,"variant of 訴|诉[sù]","愬","訴",,,"su/"
4272,"variant of 訴|诉[sù]","愬","訴",,,"se˘"
8100,"variant of 諫|谏[jiàn]","諌","諫",,,"tung\"
8190,"variant of 謫|谪[zhé]","讁","謫",,,"çe˘"
8187,"variant of 謭|谫[jiǎn]","譾","譾",,,"çien\"
7501,"variant of 豆[dòu]","荳","豆",,,"teu/"
8219,"variant of 豐|丰[fēng] or ceremonial vessel/variant of 禮|礼[lǐ]","豊","禮",,,"fung¯"
8220,"variant of 豐|丰[fēng] or ceremonial vessel/variant of 禮|礼[lǐ]","豊","禮",,,"li\"
8294,"variant of 贊|赞[zàn]","賛","贊",,,"çan/"
8202,"variant of 贊|赞[zàn]/to praise","讚","赞",,,"çan/'"
8203,"variant of 贊|赞[zàn]/to praise","讚","赞",,,"çan/'"
8316,"variant of 贗|赝[yàn]","贗",,,,"ien/"
5756,"variant of 贛|赣[Gàn]","灨","赣",,,"kan¯"
8321,"variant of 贛|赣[Gàn]","贑","贛",,,"kan/"
8426,"variant of 跡|迹[jì]","蹟","跡",,,"çiė˘"
8573,"variant of 跡|迹[jì]","迹","跡",,,"çiė˘"
8373,"variant of 跺[duò]","跥","跺",,,"to\"
8364,"variant of 蹠[zhí]","跖","蹠",,,"chė˘"
8442,"variant of 蹺|跷[qiāo]/to raise one's foot/stilts","蹻","蹺",,,"kiao\"
8443,"variant of 蹺|跷[qiāo]/to raise one's foot/stilts","蹻","蹺",,,"kio˘"
8444,"variant of 蹺|跷[qiāo]/to raise one's foot/stilts","蹻","蹺",,,"kiao¯'"
8446,"variant of 躄[bì]","躃","躄",,,"piė˘"
8513,"variant of 軟|软[ruǎn]","輭","軟",,,"juen\"
6919,"variant of 輟|辍[chuò] or to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish","綴","缀",,,"chue˘"
6920,"variant of 輟|辍[chuò] or to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish","綴","缀",,,"chui/"
6921,"variant of 輟|辍[chuò] or to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish","綴","缀",,,"chui/"
6922,"variant of 輟|辍[chuò] or to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish","綴","缀",,,"chue˘"
7397,"variant of 轄|辖[xiá]","舝","轄",,,"hia˘"
3997,"variant of 迪[dí]","廸","迪",,,"tiė˘"
3999,"variant of 迴|回[huí]","廻","迴",,,"hoei^"
2356,"variant of 逼[bī]/to compel/to pressure","偪","逼",,,"piė˘'"
8404,"variant of 逾[yú]","踰","逾",,,"missing?"
8656,"variant of 遁[dùn]","遯","遁",,,"tụn/"
4084,"variant of 遍[biàn]","徧",,,"data:image/png;base64, iVBORw0KGgoAAAANSUhEUgAAADIAAAAyCAIAAACRXR/mAAAJI0lEQVRYCc3BIXAiZxsH8P8rqMAUcRgqtuKNOAwGRAw1NTyCiETsZaYxQYCAzoDpCVaAOUMEK7JiYyKyJ4jICh4RBaYia2Iwb8wazJ6IKebE883szM7A5NKSfhX3+ykRwfdHiQi+P0pE8EZfv36N4xipd+/eFQoF/NeUiOCNkiQ5OTlZLpcAjo+Pfd8vFAr4TykRwdu5rtvr9ZCybTsIAryd53nNZrNUKuEFJSJ4o81mMxgMPM9DptvtTqdTvMV4PHYcB6nRaDQcDrFFiQjeaDAYXFxcYEu32y2Xy6vVCntzXRdbLi8v2+02MkpE8BZJktRqtTiOkSoWi+/fv5/NZh8/fry6usLe8vn8Dz/88Pz8jFSj0ZjP58goEcHe4jg+OztbLpcAms2mZVknJyf1eh0ppRS2NJvN5+fnSqWCb3l6etJau66LVKPRmM/nyCgRwX4cx2HmKIqQms/njUYDW8bjseM4vu+XSiUA1Wp1s9lYloVviaIon8/HcRyGoed5Dw8P1WoVGSUi2EMYhq1WK0kSALZtB0GA/0MURbVaDUCpVLq/vy+Xy9ilRAT/JEmS8XgchmEcx8fHx77vFwoFvLBarTzPGw6HxWIR33J7e/v+/XvP88IwjOMYqUqlcnNzUy6XsUWJCF632Wym0+nV1dXT01OpVFosFu/evfv9998rlUqpVKrX66VSCalWq5UkCYDHx8dcLodv+fLlSz6fX6/X2OX7/vn5ObYoEcHrOp1OkiSPj4+NRqPdbpfLZQCDweDi4gJAuVy+ubmpVCoAPM/rdDr4t0QEW5SI4BWO44zHYwBBENi2jczT09PBwQFS5XL5/v6+VCoBGI/HjuNgS7vdbjab2BWGoed52DIajYbDIbYoEcELy+UyCIIoihqNxmg0wq7Pnz9/+PABGWOM1hoAMxMRUvP5v","pien/"
8644,"variant of 遲|迟[chí]","遟","遲",,,"chi^'"
8742,"variant of 酬[chóu]","酧","酬",,,"cheu^'"
8772,"variant of 酬[chóu]","醻","酬",,,"cheu^'"
7293,"variant of 醃|腌[yān]","腌","醃",,,"ien¯"
7294,"variant of 醃|腌[yān]","腌","醃",,,"ie˘"
2783,"variant of 釐|厘[lí]","厘","釐",,,"chen^'"
8794,"variant of 鉤|钩[gōu]","鈎","鉤",,,"keu¯"
3050,"variant of 銜|衔[xián]","啣","銜",,,"han^"
7830,"variant of 銜|衔[xián]","衘","銜",,,"hien^"
8852,"variant of 錘|锤[chuí]","鎚","錘",,,"tui'¯"
8853,"variant of 錘|锤[chuí]","鎚","錘",,,"chuiˆ'"
8838,"variant of 鍬|锹[qiāo]","鍫","鍬",,,"çiao¯'"
8847,"variant of 鎦|镏[liú]","鎏","鎏",,,"lieuˆ"
8861,"variant of 鎮|镇[zhèn]/town","鎭","鎮",,,"chin/"
8862,"variant of 鎮|镇[zhèn]/town","鎭","鎮",,,"chin¯"
2608,"variant of 鏟|铲[chǎn]","剗","剷",,,"çan\'"
2609,"variant of 鏟|铲[chǎn]","剗","剷",,,"çien/'"
8845,"variant of 鐮|镰[lián]","鎌","鐮",,,"lienˆ"
3460,"variant of 閹|阉[yān]/to castrate/variant of 淹[yān]/to delay or surname Yan or suddenly/abruptly/hastily/to cover/to surround","奄","奄",,,"ien\"
3461,"variant of 閹|阉[yān]/to castrate/variant of 淹[yān]/to delay or surname Yan or suddenly/abruptly/hastily/to cover/to surround","奄","奄",,,"ien/"
3462,"variant of 閹|阉[yān]/to castrate/variant of 淹[yān]/to delay or surname Yan or suddenly/abruptly/hastily/to cover/to surround","奄","奄",,,"ien¯"
8908,"variant of 闔|阖[hé] or variant of 合[hé] or side door/variant of 閣|阁[gé]/pavilion/cabinet/boudoir","閤","合",,,"ko˘"
8906,"variant of 關|关[guān]","関","關",,,"missing?"
9423,"variant of 闞|阚[kàn]/to roar/to growl","鬫","闞",,,"han/"
3242,"variant of 阪[bǎn]","坂","阪",,,"fan\"
3243,"variant of 阪[bǎn]","坂","阪",,,"puon/"
8999,"variant of 陰|阴[yīn]","隂","陰",,,"in¯"
3310,"variant of 階|阶[jiē]","堦","階",,,"kiai¯"
9025,"variant of 隸|隶[lì]","隷","隸",,,"li/"
