"id","english_definition","chinese_id.car","chinese_id.simplified_chinese","chinese_id.link","chinese_id.link_nuovo","rom_id.rom"
9308,"fast (horse)","駃","𫘝",,,"kiue˘"
8598,"fast/rapid/quick/velocity","速","速",,,"sȯ˘"
7228,"fat/fertile/loose-fitting or large/to fertilize/to become rich by illegal means/fertilizer/manure","肥","肥",,,"fi^"
5881,"father","父","父",,,"fu/"
5882,"father","父","父",,,"fu\"
5883,"father/dad/pa/papa","爸","爸",,,"pa/"
7307,"fat on belly/fertile/rich","腴","腴",,,"iụ¯"
7314,"fat on intestines","膋","膋",,,"leao^"
7208,"fat/plump or healthy/at ease","胖","䏺",,,"puon^'"
7245,"fat/plump or healthy/at ease","胖",,,,"pang^'"
7246,"fat/plump or healthy/at ease","胖","䏺",,,"pang/'"
7247,"fat/plump or healthy/at ease","胖","䏺",,,"puon/'"
7271,"fat/rouge (cosmetics)/resin","脂","脂",,,"chi¯"
8012,"fault/mistake","訧","訧",,,"ieu^"
2935,"fault/to blame/to punish/calamity/misfortune","咎","咎",,,"kao¯"
2936,"fault/to blame/to punish/calamity/misfortune","咎","咎",,,"kieu/"
4257,"fault/transgression","愆","䇂",,,"kien¯'"
5683,"faun in Greek mythology","潘","潘",,,"puon^'"
5684,"faun in Greek mythology","潘","潘",,,"fan¯"
4240,"favor/benefit/to bestow/(literary) benevolence/(honorific) or surname Hui","惠","惠",,,"hoei/"
4184,"favor/grace/kindness","恩","恩",,,"nghen¯"
9572,"fawn","麑","麑",,,"ni^"
4360,"fear","懍","懔",,,"lin\"
4361,"fear","懍","懔",,,"lan\"
4231,"fearful/respectful","惕","惕",,,"tiė˘"
4160,"fearful/timid/to fear","怵","怵",,,"xi/"
4161,"fearful/timid/to fear","怵","怵",,,"chu̇˘'"
7984,"feast/goblet","觴","觞",,,"xang¯"
3703,"feast/repose","宴","宴",,,"ien/"
7116,"feather/5th note in pentatonic scale","羽","羽",,,"iụ\"
7142,"feather screen/to screen/to shade/cataract","翳","翳",,,"i¯"
6538,"feed a horse with grain/horse feed","秣","秣",,,"moei/"
6539,"feed a horse with grain/horse feed","秣","秣",,,"mȯ˘"
4226,"feeling/emotion/passion/situation","情","情",,,"çing^'"
7343,"feelings/opinion/thoughts","臆","臆",,,"iė˘"
7586,"feel insecure/unhappy","葸","葸",,,"si\"
4382,"feel remorse/regret/repent","懺","忏",,,"çan/'"
4383,"feel remorse/regret/repent","懺","忏",,,"chan/'"
6485,"felicity","祉","祉",,,"chi\"
6486,"felicity","祉","祉",,,"chi\'"
5257,"felt (fabric)","氈","毡",,,"chen¯"
4810,"felt/silken banner","旃","旃",,,"chen¯"
9567,"female deer/doe/female animal","麀","麀",,,"ieu¯"
9409,"(female) head ornament/variant of 彿|佛[fú]","髴","䭮",,,"foe˘"
3520,"female personal name (archaic)","妲","妲",,,"ta˘"
4826,"female roles in Chinese opera (traditionally played by specialized male actors)","旦","旦",,,"tan/"
5890,"female sheep/place name","牂","牂",,,"çang¯"
9037,"female/Taiwan pr. [cī]","雌","雌",,,"çụ¯"
9582,"female unicorn/see 麒麟","麟","麟",,,"lin^"
3492,"female/woman/daughter or archaic variant of 汝[rǔ]","女","女",,,"niu̇\"
3493,"female/woman/daughter or archaic variant of 汝[rǔ]","女","女",,,"niụ/"
3494,"female/woman/daughter or archaic variant of 汝[rǔ]","女","女",,,"ju̇\"
3571,"(feminine name)/(star)","娵","娵",,,"çeu¯"
3572,"(feminine name)/(star)","娵","娵",,,"çiu̇¯'"
5058,"fence/also pr. [shān]","柵","栅",,,"chė˘'"
5059,"fence/also pr. [shān]","柵","栅",,,"çe˘"
7698,"fence/hedge/screen/barrier/vassal state/Taiwan pr. [fán]","藩","藩",,,"fan^"
5072,"fence/palisade","栫","栫",,,"çien/"
5252,"fence/railing/hurdle/column or box (of text or other data)","欄","栏",,,"lan^"
5950,"ferocious","猖","猖",,,"chang¯'"
5951,"ferocious/fierce/violent/brave/suddenly/abrupt/(slang) awesome","猛","猛",,,"meng\"
5412,"fertile/rich/to irrigate/to wash (of river)","沃","沃",,,"¨vȯ˘"
5086,"fetters","桎","桎",,,"chė˘"
5087,"fetters","桎","桎",,,"chė˘"
7242,"fetus/litter/tire/abbr. of 輪胎|轮胎","胎","胎",,,"tai¯'"
7982,"fever/tartar horn","觱","觱",,,"piė˘"
3765,"few/less/to lack/to be missing/to stop (doing sth)/seldom or young","少","少",,,"xao/"
3766,"few/less/to lack/to be missing/to stop (doing sth)/seldom or young","少","少",,,"xao\"
9459,"few/rare or fresh/bright (in color)/delicious/tasty/delicacy/aquatic foods","鮮","尟",,,"sien¯"
9460,"few/rare or fresh/bright (in color)/delicious/tasty/delicacy/aquatic foods","鮮","尟",,,"sien\"
3731,"few/scant/widowed","寡","寡",,,"qua\"
6140,"field drains","畎","畎",,,"kiuen\'"
8783,"field/plain/open space/limit/boundary/rude/feral","野","野",,,"ie\"
3286,"field/region/area/domain (taxonomy)","域","域",,,"iu̇˘"
5815,"fiend/demon/very/(Tw) SARS (loanword) or to terminate/to cut short/to bring to a stop/to squeeze/to tighten/to damage/variant of 殺|杀[shā]","煞","殺",,,"xa˘"
9544,"fierce/brutal/bird of prey","鷙","鸷",,,"chi/"
5979,"fierce/hunt/name of a tribe","獠","獠",,,"leao^"
8810,"file (tool used for smoothing)/rasp/to file","銼","锉",,,"ço/'"
8811,"file (tool used for smoothing)/rasp/to file","銼","锉",,,"çoˆ'"
3653,"filial piety or obedience/mourning apparel","孝","孝",,,"hiao/"
8930,"fill up/rumbling sound","[.]_716_4",,,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=48169","tienˆ'"
8931,"fill up/rumbling sound","[.]_716_4",,,"https://dict.variants.moe.edu.tw/dictView.jsp?ID=48169","tingˆ'"
5907,"fill up/to stuff","牣","牣",,,"jin/"
8704,"films","部","部",,,"pu/"
3187,"(final exclamatory particle) or see 囉嗦|啰嗦[luō suo]","囉","啰",,,"lo^"
7180,"final particle indicating enthusiasm etc or (phonetic ye) or interrogative particle (classical)","耶","爺",,,"ie^"
3012,"(final particle)/sound/noise or variant of 哩[li]","唎","唎",,,"li/"
9118,"fine","鞙","鞙",,,"siao/"
9119,"fine","鞙","鞙",,,"kiuen¯"
6967,"fine/delicate","緻","致",,,"chi/"
7047,"fine/delicate/minute","纖","纤",,,"sien¯"
3257,"fine dust/plentiful/vast","坱","坱",,,"ngang¯"
3258,"fine dust/plentiful/vast","坱","坱",,,"ngang\"
3259,"fine dust/plentiful/vast","坱","坱",,,"ngang/"
6893,"fine fibers of hemp/linen","絺","𫄨",,,"chi¯'"
6005,"(fine jade)/see 玫瑰[méi guī]","玫","玫",,,"moei^"
6958,"fine linen","緦","缌",,,"su̇¯"
9661,"finely chopped meat or vegetables/powdered or fragmentary","齏","齑",,,"çi¯"
6821,"fine silk","糸","絲",,,"miė˘"
6983,"fine silk gauze","縠","縠",,,"ho˘"
6739,"fine-toothed comb/to comb","箆","篦",,,"pi/"
6740,"fine-toothed comb/to comb","篦","篦",,,"pi/"
6754,"fine woven grass mat","簟","簟",,,"tien/"
4498,"finger/to point at or to/to indicate or refer to/to depend on/to count on/(of hair) to stand on end","指","指",,,"chi\"
8003,"finished","訖","讫",,,"kiė˘"
7793,"firefly/glow-worm","螢","萤",,,"iungˆ"
5221,"firewood/gather wood","樵","樵",,,"çiao^'"
9067,"firmament/heaven","霄","霄",,,"siao¯"
5337,"firm and resolute/staunch","毅","毅",,,"y/"
5088,"Firmiana or Aleurites)","桐","桐",,,"tung^'"
5089,"Firmiana or Aleurites)","桐","桐",,,"tung^'"
5090,"Firmiana or Aleurites)","桁",,,,"hang^"
5091,"Firmiana or Aleurites)","桐","桐",,,"tung¯'"
6456,"firm/stable/rock","磐","磐",,,"puon^'"
5906,"firm/sturdy/fold (for animals)/sacrifice/prison","牢","牢",,,"lao＾"
3654,"first month of a season/eldest amongst brothers or surname Meng","孟","孟",,,"mang^"
3655,"first month of a season/eldest amongst brothers or surname Meng","孟","孟",,,"meng/"
5293,"first month of the lunar year or straight/upright/proper/main/principal/to correct/to rectify/exactly/just (at that time)/right (in that place)/(math.) positive","正","正",,,"ching/"
5294,"first month of the lunar year or straight/upright/proper/main/principal/to correct/to rectify/exactly/just (at that time)/right (in that place)/(math.) positive","正","正",,,"ching¯"
3617,"first wife/son of first wife","嫡","嫡",,,"tiė˘"
5210,"fir tree","樅","枞",,,"çung\"
5211,"fir tree","樅","枞",,,"çung¯'"
9453,"(fish)","鮆","𫚖",,,"çi\"
5649,"fisherman/to fish","漁","渔",,,"iụ^"
7351,"fish etc)","臘","腊",,,"la˘"
7584,"fish etc)/vulgar/obscene","葷","荤",,,"hoen¯"
7585,"fish etc)/vulgar/obscene","葷","荤",,,"hiụn¯"
7300,"fishy (smell)","腥","腥",,,"sing¯"
7301,"fishy (smell)","腥","腥",,,"sing/"
4492,"fist/boxing","拳","拳",,,"kiuen^'"
3887,"fitting snugly/appropriate/suitable/variant of 貼|贴[tiē]/to paste/to obey or invitation card/notice or rubbing from incised inscription","帖","帖",,,"tiė˘"
2074,"five/5","五","五",,,"u\"
7107,"five-month-old lamb","羜","羜",,,"chu̇\"
3917,"flag","幟","帜",,,"chi/"
3918,"flag","幟","帜",,,"chi/'"
3888,"flag used as a shop sign/variant of 簾|帘[lián]","帘","簾",,,"lien^"
4809,"flag/variant of 旗[qí]","旂","旗",,,"ki^'"
7174,"flail (for threshing grain)/old variant of 枷[jiā]","耞","耞",,,"kia¯"
8741,"flaky pastry/crunchy/limp/soft/silky","酥","酥",,,"su¯"
5801,"flame","焰","燄",,,"ien/"
5766,"flame/inflammation/-itis","炎","炎",,,"ien^"
7253,"flank of animal/side/to pry open/to steal","胠","胠",,,"kiụ¯"
7254,"flank of animal/side/to pry open/to steal","胠","胠",,,"kiụ\"
7255,"flank of animal/side/to pry open/to steal","胠","胠",,,"kia˘"
7256,"flank of animal/side/to pry open/to steal","胠","胠",,,"kiụ/"
7273,"flank (the side of one's torso)/to coerce/to threaten","脅","胁",,,"hie˘"
3253,"flat/open-hearted/level/smooth","坦","坦",,,"tan\'"
3596,"flatter/charm","媚","媚",,,"moei/"
7039,"flaw/knot","纇","颣",,,"lui/"
9590,"flax etc/hemp or flax fiber for textile materials/sesame/CL:縷|缕[lu:3]/(of materials) rough or coarse/pocked/pitted/to have pins and needles or tingling/to feel numb or surname Ma","麻","麻",,,"ma^"
7743,"flea","蚤","蚤",,,"çao\"
9538,"fledglings","鷇","鷇",,,"keu/'"
9333,"fleet horse","駸","骎",,,"çin¯'"
7216,"flesh/muscle","肌","肌",,,"ki¯"
4659,"flog/rapid","撻","挞",,,"tȧ˘"
5480,"flood","洚","洚",,,"hung/"
5481,"flood","洚","洚",,,"hung^"
5482,"flood","洚","洚",,,"kiang/"
5689,"flooded/heavy rain","潦","澇",,,"lao＾"
5690,"flooded/heavy rain","潦","澇",,,"lao\"
2660,"flourishing/prosperous/suddenly/abruptly","勃","勃",,,"pȯ˘'"
3065,"flowing flood/to chatter","喋","喋",,,"cha˘"
3066,"flowing flood/to chatter","喋","喋",,,"tie˘"
3067,"flowing flood/to chatter","喋","喋",,,"tie˘'"
5644,"flowing of water","滮","滮",,,"piao¯"
5596,"flowing of water/name of a river","湓","湓",,,"iė˘"
5474,"flowing water/successive","洊","洊",,,"çien/"
7762,"fluke/leech/hirudinea","蛭","蛭",,,"chė˘"
8735,"flushed (from drinking)","酡","酡",,,"to^'"
6678,"flute","笛","笛",,,"tiė˘"
6744,"flute","篴","笛",,,"tiė˘"
6777,"flute/key","籥","籥",,,"io˘"
9162,"fly down","頏","吭",,,"hang/"
9163,"fly down","頏","吭",,,"hang\"
9164,"fly down","頏","吭",,,"hang^"
6242,"focus of tubercular infection","瘵","瘵",,,"çi/"
6243,"focus of tubercular infection","瘵","瘵",,,"chai/"
8665,"follow/in accordance with or surname Yu","遹","遹",,,"iu̇˘"
3198,"fontanel (gap between the bones of an infant's skull)","囟","囟",,,"sin/"
9271,"food/delicacies","饌","馔",,,"çuon\'"
9272,"food/delicacies","饌","馔",,,"chuen/"
9273,"food/delicacies","饌","馔",,,"siuen/"
6803,"food for a journey/cakes","糒","糒",,,"pi/"
6804,"food for a journey/cakes","糒","糒",,,"pai/"
9275,"food/to cook","饎","饎",,,"chi/'"
9276,"food/to cook","饎","饎",,,"chi\'"
9270,"food/to make a present","饋","馈",,,"quei/'"
3389,"food/white cooked rice","粻","粻",,,"chang¯"
2394,"foolish","傻","傻",,,"xa\"
2894,"foolish/stupid/expressionless/blank/to stay","呆","呆",,,"moei^"
4647,"foot","撥","拨",,,"fy/"
4648,"foot","撥","拨",,,"pa˘'"
9574,"foot of a hill","麓","麓",,,"lȯ˘"
8417,"footpath","蹊","蹊",,,"ki¯'"
8418,"footpath","蹊","蹊",,,"hi^"
4074,"footpath/track/diameter/straight/directly","徑","径",,,"king/"
3879,"footpath/wait for","徯","徯",,,"ky¯"
4091,"footpath/wait for","徯","徯",,,"hi^"
8371,"footprint/mark/trace/vestige/sign/indication/Taiwan pr. [jī]","跡","迹",,,"çiė˘"
8430,"footprint/trace/tracks","蹤","踪",,,"çung¯"
4061,"forced labor/corvée/obligatory task/military service/to use as servant/to enserf/servant (old)/war/campaign/battle","役","役",,,"iu̇˘"
3027,"forced laughter","唲","唲",,,"lh^"
3028,"forced laughter","唲","唲",,,"¨va¯"
546,"forehead","顙","颡",,,"sang\"
9187,"forehead/horizontal tablet or inscribed board/specified number or amount","額","额",,,"nghe˘"
9202,"forehead/skull","顱","颅",,,"lu^"
2014,"foreign accent","侉","侉",,,"o/"
2224,"foreign accent","侉","侉",,,"qua¯'"
5375,"forever/always/perpetual","泳",,,,"ing/"
5376,"forever/always/perpetual","永","永",,,"iung\"
4961,"fork of a tree/pitchfork or branches of a tree/fork of a tree","杈","權",,,"cha¯'"
2805,"""fork/pitchfork/prong/pick/cross/intersect/""""X"""""" or to cross/be stuck or to diverge/to open (as legs)","叉","叉",,,"cha¯'"
2806,"""fork/pitchfork/prong/pick/cross/intersect/""""X"""""" or to cross/be stuck or to diverge/to open (as legs)","叉","叉",,,"chai¯'"
4227,"forlorn/vexed/disappointed","惆","惆",,,"cheu^'"
2786,"former/original/primary/raw/level/cause/source or Hara (Japanese surname)","原","原",,,"iuen^"
4845,"former times/the past/Taiwan pr. [xí] or surname Xi","昔","昔",,,"ço˘'"
4846,"former times/the past/Taiwan pr. [xí] or surname Xi","昔","昔",,,"siė˘"
3352,"fortified wall/city wall","墉","墉",,,"iung^"
3935,"fortunate/lucky or surname Xing","幸","幸",,,"hing/"
8952,"foundation","阯","址",,,"chi\"
6472,"foundation/base","礎","础",,,"çu\'"
5363,"foundation/on the whole or name of an ancient tribe","氐","氐",,,"ti\"
5364,"foundation/on the whole or name of an ancient tribe","氐","氐",,,"ti/"
5365,"foundation/on the whole or name of an ancient tribe","氐","氐",,,"ti¯"
3193,"four/4","四","四",,,"su/"
7209,"four (banker's anti-fraud numeral)/unrestrained/wanton/(literary) shop","肆","四",,,"sụ/"
2051,"four horse military chariot (archaic)/four (archaic)/generic term for history books or surname Cheng or to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (mathematics)/Buddhist sect or creed","乘","乘",,,"xing^"
2052,"four horse military chariot (archaic)/four (archaic)/generic term for history books or surname Cheng or to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (mathematics)/Buddhist sect or creed","乘","乘",,,"ching^'"
2053,"four horse military chariot (archaic)/four (archaic)/generic term for history books or surname Cheng or to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (mathematics)/Buddhist sect or creed","乘","乘",,,"xing/"
9049,"fowl/chicken/CL:隻|只[zhī]/(slang) prostitute","雞","鸡",,,"ki¯"
5934,"fox","狐","狐",,,"hu^"
6047,"fragmentary/trifling","瑣","琐",,,"so\"
6059,"fragmentary/trifling","璅","璅",,,"so\"
9226,"fragrance of food","飶","飶",,,"piė˘"
9227,"fragrance of food","飶","飶",,,"pie˘"
9293,"fragrance/scent/aroma","馥","馥",,,"fȯ˘"
7433,"fragrant","芳","芳",,,"fang^"
9294,"fragrant","馨","馨",,,"hing¯"
9292,"fragrant/sweet smelling/aromatic/savory or appetizing/(to eat) with relish/(of sleep) sound/perfume or spice/joss or incense stick/CL:根[gēn]","香","香",,,"hiang¯"
5453,"France/French/abbr. for 法國|法国[Fǎ guó]/Taiwan pr. [Fà] or law/method/way/Buddhist teaching/Legalist","法","法",,,"fa˘"
4890,"free/unimpeded/smooth/at ease/free from worry/fluent","暢","畅",,,"chang/'"
5667,"free/unrestrained/to inundate","漫","漫",,,"muon/"
5668,"free/unrestrained/to inundate","漫","漫",,,"muon^"
9182,"frequency/frequently/repetitious","頻","频",,,"pin^'"
5109,"fresh","梗","梗",,,"keng\"
5110,"fresh","梗","梗",,,"kang¯"
9473,"freshwater soft-shelled turtle","鱉","鳖",,,"pie˘"
9235,"fried rice cake","餈","餈",,,"çụ^'"
2808,"friend","友","友",,,"ieu\"
4936,"friend","朋","朋",,,"peng^'"
4937,"friend","朋","朋",,,"pung^'"
7700,"friendly","藹","蔼",,,"ngai\"
4186,"frighten","恫","恫",,,"tung¯'"
4187,"frighten","恫","恫",,,"tung/'"
4203,"frightened","悚","憡",,,"sung\"
4250,"frightened","惶","惶",,,"hoang^"
5959,"frightened/terrified or short-snout dog","猲","猲",,,"hie˘"
5960,"frightened/terrified or short-snout dog","猲","猲",,,"ho˘"
7644,"fringe/overladen with flowers","蕤","蕤",,,"jui^"
4127,"frivolous","恌","恌",,,"tiao¯'"
2211,"frivolous/unsteady/delay","佻","佻",,,"iao^"
2212,"frivolous/unsteady/delay","佻","佻",,,"tiao^'"
7757,"frog/CL:隻|只[zhī]","蛙","蛙",,,"¨va¯"
7759,"frog/toad or clam","蛤","蛤",,,"ko˘"
6277,"from the black clothes formerly worn by them","皁","草",,,"çao\"
4079,"from/through/via/to follow/to obey/to engage in (an activity)/never (in negative sentence)/(Taiwan pr. [zòng]) retainer/assistant/auxiliary/subordinate/related by common paternal grandfather or earlier ancestor or surname Cong","從","从",,,"çung/"
4080,"from/through/via/to follow/to obey/to engage in (an activity)/never (in negative sentence)/(Taiwan pr. [zòng]) retainer/assistant/auxiliary/subordinate/related by common paternal grandfather or earlier ancestor or surname Cong","從","从",,,"çung'¯"
4081,"from/through/via/to follow/to obey/to engage in (an activity)/never (in negative sentence)/(Taiwan pr. [zòng]) retainer/assistant/auxiliary/subordinate/related by common paternal grandfather or earlier ancestor or surname Cong","從","从",,,"çung^'"
2603,"front/forward/ahead/first/top (followed by a number)/future/ago/before/BC (e.g. 前293年)/former/formerly","前","前",,,"çien^'"
2604,"front/forward/ahead/first/top (followed by a number)/future/ago/before/BC (e.g. 前293年)/former/formerly","前","前",,,"çien\"
8985,"frontier","陲","陲",,,"chuiˆ'"
5,"frost/white powder or cream spread over a surface/frosting/(skin) cream","霜","霜",,,"xoang¯"
8992,"frown","顣","蹙",,,"çȯ˘'"
4624,"fruit etc)/to pluck/to select/to remove/to take off (glasses","摘","摘",,,"çe˘"
4625,"fruit etc)/to pluck/to select/to remove/to take off (glasses","摘","摘",,,"tiė˘'"
7576,"fruit of mulberry/also pr. [rèn]","葚","葚",,,"xin/"
5016,"fruit/result/resolute/indeed/if really","果","果",,,"quo\"
5018,"fruit/result/resolute/indeed/if really","果","果",,,"ko\"
9464,"fry (newly hatched fish)/legendary giant fish that could transform into a giant bird 鵬|鹏[Péng]","鯤","鲲",,,"quen¯"
7639,"fuel/grass","蕘","荛",,,"jao^"
7673,"fuel/salary","薪","薪",,,"sin¯"
3971,"Fujian or tall building/mansion/rear annex/lean-to/also pr. [xià]","廈","厦",,,"hia/"
3972,"Fujian or tall building/mansion/rear annex/lean-to/also pr. [xià]","廈","厦",,,"hia\"
9220,"full (as of eating)","飫","饫",,,"iụ/"
6297,"full/filled/surplus","盈","盈",,,"ing^"
5510,"full/gushing (of fountain)","浡","浡",,,"pȯ˘'"
5511,"full/gushing (of fountain)","浡","浡",,,"poei/'"
4037,"full/to fill/completely/more","彌","弥",,,"mi\"
4038,"full/to fill/completely/more","彌","弥",,,"mi^"
7905,"full up/classifier for items of clothing (old)","褔","褔",,,"fu/"
8227,"fully grown pig/3-year old pig","豜","豜",,,"kien¯"
8228,"fully grown pig/3-year old pig","豜","豜",,,"kien\"
7443,"fungus/tuber","苓","苓",,,"ling^"
7774,"gad-fly","蜚","蜚",,,"fi/"
6776,"gambling","籤","签",,,"çien¯'"
6192,"gangrene","疽","疽",,,"çiu̇¯"
7716,"Gansu or orchid (蘭花|兰花 Cymbidium goeringii)/fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei)/lily magnolia (木蘭|木兰)","蘭","兰",,,"lan^"
5108,"gardenia/cape jasmine (Gardenia jasminoides)/same as 栀子","梔","栀",,,"chi¯"
3213,"garden/orchard","圃","圃",,,"pu\"
7895,"garment","裾","裾",,,"kiụ¯"
7897,"garment","裾","裾",,,"kiụ/"
7841,"garment/jacket with open slits in place of sleeves","衫","衫",,,"san¯"
7842,"garment/jacket with open slits in place of sleeves","衫","衫",,,"xan¯"
7919,"garment without a lining","襌","襌",,,"tan¯"
4396,"garrison","戍","戌",,,"xu/"
2827,"garrulous or to receive the benefit of","叨","叨",,,"tao¯'"
8023,"garrulous/to whisper/to joke","詀","詀",,,"chan/"
8024,"garrulous/to whisper/to joke","詀","詀",,,"chen¯"
5370,"gas/air/smell/weather/to make angry/to annoy/to get angry/vital energy/qi","氣","餼",,,"ki/'"
8894,"gate of a village","閈","闬",,,"han/"
8915,"gate of a village/village","[.]_714_8_prin","閭","https://dict.variants.moe.edu.tw/dictView.jsp?ID=48066","carattere principale della pagina moe, non tra le varianti sotto ma quello grande sopra","liụˆ"
8917,"gate of heaven/gate of palace","閶","阊",,,"chang¯'"
8942,"gate of market","闠","阓",,,"hoei/"
6328,"gaze intently","眈","眈",,,"tan\"
6329,"gaze intently","眈","眈",,,"tan¯"
8902,"gear/brake/sluice/lock (on waterway)/electric switch or circuit breaker","閘","闸",,,"cha˘"
2125,"Gelao or Klau ethnic group of Guizhou/Taiwan pr. [Qi4] or strong/brave","仡","仡",,,"¨vo˘"
2126,"Gelao or Klau ethnic group of Guizhou/Taiwan pr. [Qi4] or strong/brave","仡","仡",,,"iė˘"
6069,"(gem)","璠","璠",,,"fan^"
6032,"gem/glitter of gems","琰","琰",,,"ien\"
6029,"gem ornament of scabbard","琫","琫",,,"pung\"
6062,"(gem)/rouge","璊","𫞩",,,"muen^"
4872,"general/popular/everywhere/universal","普","普",,,"pu\'"
9496,"general term for jay/Garrulus lidthi","鳷","䧴",,,"chi¯"
5371,"generative forces/magic emanation","氤","氤",,,"in¯"
6520,"generic term for birds and animals/birds/to capture (old)","禽","禽",,,"kin^'"
5127,"generic term for cotton or kapok/cotton/padded or quilted with cotton","棉","棉",,,"mien^"
4397,"generic term for weapons (old)/army (matters)/military affairs or surname Rong","戎","戎",,,"jung^"
6934,"generous/ample/wide/spacious/well-off/to grip or to grab/to snatch up/variant of 焯[chāo]","綽","绰",,,"cho˘'"
6935,"generous/ample/wide/spacious/well-off/to grip or to grab/to snatch up/variant of 焯[chāo]","綽","绰",,,"cho˘'"
4309,"generous/magnanimous","慷","慷",,,"kang\'"
4880,"genial and warm","暄","煖",,,"hiuen¯"
5559,"genuine/pure/honest","淳","淳",,,"chụn¯"
5560,"genuine/pure/honest","淳","淳",,,"xụn^"
7533,"germ/bacteria/fungus/mold/Taiwan pr. [jùn] or mushroom","菌","菌",,,"kiụn/"
9434,"ghost/demon/terrible/damnable/clever/sly/crafty/(suffix for sb with a certain vice or addiction etc)/one of the 28 constellations","鬼","鬼",,,"quei\"
2284,"ghost of sb devoured by a tiger who helps the tiger devour others","倀","伥",,,"chang¯'"
2285,"ghost of sb devoured by a tiger who helps the tiger devour others","倀","伥",,,"çeng/"
8312,"gifts to superiors","贄","贽",,,"chi/"
7238,"giggle/scatter","肸","肸",,,"hiė˘"
7661,"ginger","薑","姜",,,"kiang¯"
6018,"girdle ornaments","珮","佩",,,"poei/"
3517,"""girl/phonetic """"ni"""" (in female names)/Taiwan pr. [ní]""","妮","妮",,,"ni^"
7231,"gizzard","肫","肫",,,"chụn¯"
6008,"glass","玻","玻",,,"po¯"
6104,"glazed tile","甓","甓",,"vedi commento","piė˘"
8778,"glaze (of porcelain)","釉","釉",,,"ieu/"
7141,"glistening plumage of birds","翯","翯",,,"ho˘"
5856,"glorious/bright/brilliant/lustrous/resplendent","燦","灿",,,"çan/'"
2957,"glorious/sob/weep","咺","咺",,,"hiuen¯"
2958,"glorious/sob/weep","咺","咺",,,"hiuen\"
5812,"glowing/bright/brilliant","煒","炜",,,"goei\"
6816,"glutinous rice/sticky rice","糯","糯",,,"no/"
9285,"gluttonous/greedy/to have a craving","嚵",,,,"çan^'"
2764,"goblet","卮","卮",,,"chi¯"
7985,"goblet","觶","觯",,,"chi/"
7986,"goblet","觶","觯",,,"chi¯"
3367,"goblet/bottle/wine-jar","墫","墫",,,"çụn/'"
3368,"goblet/bottle/wine-jar","墫","墫",,,"çụn¯'"
3369,"goblet/bottle/wine-jar","墫","墫",,,"çụn¯"
5223,"goblet/bottle/wine-jar","樽","樽",,,"çụn¯"
7972,"goblet/rule/law","觚","觚",,,"ku¯"
3508,"goblin/witch/devil/bewitching/enchanting/monster/phantom/demon","殀","夭",,,"iao\"
3509,"goblin/witch/devil/bewitching/enchanting/monster/phantom/demon","妖","妖",,,"iao¯"
6491,"God/abbr. for 神舟[Shén zhōu] or deity/soul/spirit/unusual/mysterious/lively/expressive/expression/look/CL:個|个[gè]/(slang) awesome/amazing","神","神",,,"xin^"
6492,"God/abbr. for 神舟[Shén zhōu] or deity/soul/spirit/unusual/mysterious/lively/expressive/expression/look/CL:個|个[gè]/(slang) awesome/amazing","神","神",,,"xin¯"
6356,"goggle-eyed","睍","𪾢",,,"hien\"
8884,"gong/CL:面[miàn]","鑼","锣",,,"loˆ"
8802,"gong used to halt troops","鉦","钲",,,"ching¯"
3567,"good/beautiful","娥","娥",,,"ngo^"
3124,"good fortune/longevity or far/grand","嘏","嘏",,,"ku\"
3125,"good fortune/longevity or far/grand","嘏","嘏",,,"kia\"
2252,"good-looking/charming/(of goods) in great demand/(coll.) to season (food)","俏","俏",,,"siao/"
2253,"good-looking/charming/(of goods) in great demand/(coll.) to season (food)","俏","俏",,,"çiao/'"
6353,"good-looking/cute","睆","睆",,,"huon\"
9190,"good/simple or surname Zhuan","顓","颛",,,"chuen¯"
8252,"goods/money/commodity/CL:個|个[gè]","貨","货",,,"ho/"
7403,"good/very/very much","良","良",,,"leang^"
3059,"good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect","善","善",,,"xen\"
3060,"good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect","善","善",,,"xen/"
3498,"good/well/proper/good to/easy to/very/so/(suffix indicating completion or readiness)/(of two people) close/on intimate terms/(after a personal pronoun) hello or to be fond of/to have a tendency to/to be prone to","好","好",,,"hao\"
3499,"good/well/proper/good to/easy to/very/so/(suffix indicating completion or readiness)/(of two people) close/on intimate terms/(after a personal pronoun) hello or to be fond of/to have a tendency to/to be prone to","好","好",,,"hao/"
9516,"goose/CL:隻|只[zhī]","鵝","鹅",,,"ngo^"
7554,"goosefoot","萊","莱",,,"lai/"
7555,"goosefoot","萊","莱",,,"lai^"
7692,"goosefoot","蔾",,,,"li^"
3827,"gorge","峽","峡",,,"hia˘"
9141,"gorgeous","韡","韡",,,"goei\"
7423,"Gorgon plant/fox nut (Gorgon euryale or Euryale ferox)/makhana (Hindi)","芡","芡",,,"kien/'"
6090,"gourd","瓠","瓠",,,"hu^"
